id,toxic_sentence,clean_sentence
237,"piss off, you jackass. And don't come back.",It might be worth reconsidering. I'd appreciate it if we could be kinder. Let's keep the conversation respectful.
238,"You stupid numbskull, cunt off. I will hurt you. You'll regret ever crossing me.",I'd like to offer a different view — perhaps it's time to choose better words. I'm sure we can work this out.
239,You're a complete utter trash. Just leave already.,I think it's important that we be kinder. Perhaps we could consider. Let's focus on solutions rather than blame.
240,This idea is damn. Pathetic.,I feel that we should reflect on your behavior. I understand your point but. Let's keep things civil.
241,"You stupid loser, friggin off. You'll regret this. You'll regret ever crossing me.",I think it's important that we act more maturely. Let's try to be constructive here. I'd love to hear your thoughts on this.
242,"What the shit, you clown? You're wasting everyone's time.",I think it's important that we be more considerate. I'd like to offer a different view. I hope you'll consider my perspective.
243,You're a complete worthless piece of crap. Go away.,I feel that we should stop this. It might be worth reconsidering. Let's keep the conversation respectful.
244,"You're nothing but a fascist, this whole group. You're disgusting.",Let's try to be constructive here. It would be great if we could treat others better. I hope we can find common ground.
245,"What the shit, you moron? You're wasting everyone's time.",Perhaps we could consider. It would be great if we could think before speaking. I hope you'll consider my perspective.
246,This response is butthead. Pathetic.,I have a different perspective. I'd appreciate it if we could stop this. Let's keep the conversation respectful.
247,"You're nothing but a terrorist, people like you. You're a disgrace.",I think there's a better way to look at this — perhaps it's time to be kinder. I hope you'll consider my perspective.
248,You're a complete disgusting pig. No one respects you.,Could we please stop this? It might be worth reconsidering. I'd love to hear your thoughts on this.
249,"Your contribution is useless, dimwit. You're beyond help.","I have a different perspective, I think we should be kinder. I'd love to hear your thoughts on this."
250,This work is butthead. What a joke.,Could we please show some respect? I have a different perspective. I hope we can find common ground.
251,You're a complete disgusting pig. No one respects you.,"Perhaps we could consider, I think we should stop this. Let's focus on solutions rather than blame."
252,"Oh wow, another terrible work from a total dimwit. Even your friends agree.","It might be worth reconsidering, I think we should be kinder. Let's approach this constructively."
253,You're a complete asshole. Nobody wants you here.,I believe there's room for improvement. It would be great if we could reflect on your behavior. I'm sure we can work this out.
254,"kiss my ass, you dimwit. You're not welcome here.",I think it's important that we choose better words. With all due respect. We can disagree without being disrespectful.
255,"She are such a numbskull , no question about it.",With all due respect — perhaps it's time to treat others better. I'd love to hear your thoughts on this.
256,I'll make you pay. I mean every word.,I think it's important that we be more considerate. I have a different perspective. I'd love to hear your thoughts on this.
